RA Dec redshift phot_index luminosity nh_values flag
338.90903342442 -25.915001603434 0.4259 1.27249 3.107162692394171e+43 23.03192 1
338.74842541199 -25.996151605345 0.5758 2.42406 1.0798972844609809e+44 20.10717 1
40.278876740575 -8.3335766029454 0.52141 1.70099 6.023246742858994e+43 22.76249 1
258.38086221267 43.615692522311 0.16752 2.1072 1.37379682733992e+43 20.05311 0
254.16916200637 27.882530190108 0.19481 1.85081 2.2326669084233585e+43 20.11713 1
352.43171184796 14.940475704893 0.33365 2.03471 1.3340109734274142e+43 20.58652 1
352.4011083547 15.011126169362 0.5758 1.82352 6.238532603092748e+43 21.03101 1
352.04394838415 15.003677276959 1.52763 1.44109 1.2542539022420151e+45 21.33303 0
352.34375425235 14.855596344261 0.6758 1.50787 3.812747740739904e+43 20.915 1
352.18238191164 14.893249207067 0.9257 1.81296 6.786792767811695e+43 20.60388 1
352.0680158085 14.809636597996 1.6255 1.74995 1.0978055140728902e+45 20.92703 1
352.12660961968 14.906762184592 1.0757 2.01015 2.142913221325082e+44 20.96945 1
241.14090905682 43.309168328909 1.10249 2.11973 9.193081353699272e+44 20.3497 0
196.07000062089 -24.204712835912 0.5758 2.83586 3.0872546191152955e+45 21.28619 1
346.42329845749 12.388715617458 1.2756 1.84936 1.881665185748169e+45 20.26277 1
346.27917387697 12.328093094796 1.5756 1.72822 9.67025369059499e+44 20.49799 1
44.526002246493 5.8908202613034 0.5259 1.49702 9.874468065148094e+43 22.3847 1
44.542846866555 5.9966878092041 1.3256 2.43038 1.8365711025352877e+44 22.12896 1
44.447109258208 6.1616558917988 0.5259 1.89917 7.008962067777242e+43 20.41847 1
44.51015547705 5.9136130074325 0.5758 2.04651 8.721927033178469e+43 20.87507 1
44.455362305895 5.8601591219911 0.7258 1.76963 4.318131590213478e+44 20.76511 1
44.353083607507 6.0324099311672 1.2756 1.93425 1.3817591518519799e+45 21.15264 1
44.602579721339 6.0469255729507 1.1257 1.77785 2.2507280584075744e+45 20.51915 1
186.32061002637 13.040394329316 1.2756 2.33996 7.868507257761278e+43 20.66408 1
208.1605697661 63.780657051678 0.6758 1.9029 6.607970148699118e+43 20.39432 1
208.57462124588 63.638349327702 0.49536 1.87661 1.4325915957481745e+44 20.14057 0
208.52131723478 5.3920069277464 0.82639 2.15041 7.132359417000765e+44 20.36543 0
208.65900813209 5.3785967705645 0.7758 2.32891 3.718233339484872e+44 20.2463 1
149.65724661576 2.8426810949847 0.6758 1.78167 9.944617245818447e+43 20.94919 1
149.70272982547 2.8787016137372 0.07833 2.0993 6.693157359924592e+41 20.07675 1
149.71727811997 2.8656545234123 1.40592 2.32322 1.2309787633925054e+45 20.19675 0
46.245727028646 0.0432493514367621 0.56388 2.08418 1.2218513580992102e+45 20.14167 0
261.14516798701 66.796519135293 0.4759 2.42448 2.4070926518308696e+44 20.56684 1
329.30904687921 -8.0148096658747 2.0754 2.19223 1.4397604826138655e+45 20.46517 1
329.3773101611 -7.7373403188433 0.6758 1.89883 3.5792997690655034e+43 20.82323 1
36.11537182007 -29.472435301908 0.3259 1.96168 1.9397736849334108e+43 20.85632 1
36.29732671459 -29.647000636608 0.2759 2.28783 4.3184377452101094e+43 20.14664 1
20.055523897891 3.279419084636 0.9257 2.34711 2.917525014856008e+44 20.40778 1
245.2912489527 -2.214737719275 1.1757 1.8413 1.2258437842810543e+45 21.40039 1
22.368745371418 -16.094822121757 0.4758 1.44539 1.8415544382727567e+44 21.00235 1
184.8273288475 14.282698007154 1.0257 2.06375 2.4961357899558096e+44 20.34875 1
216.0277956765 38.620907007724 1.56051 2.24273 1.847102250394682e+45 21.21977 1
351.2290511126 -12.083094002637 0.126 1.6068 1.137873457908454e+42 20.6748 1
138.20557567529 52.922671457068 0.6758 2.0119 1.4448676663086342e+44 21.21707 1
138.27018148183 53.029461317754 0.79473 2.21924 3.176507742184015e+44 20.30503 1
138.25436389432 52.991371346974 1.37848 1.79544 1.9000839562626846e+46 20.06294 0
248.62068200079 70.525742146704 1.5755 2.11325 4.809278169333671e+46 20.23616 1
214.34007259628 52.308141083884 1.60515 1.31652 1.2266537516874154e+45 21.30882 0
214.1764722939 52.303711075465 1.28603 1.42862 4.989900899466208e+44 22.27589 1
195.11903044331 28.095624663919 0.7258 2.3291 6.765904645828037e+43 20.86618 1
194.6997610899 28.079654699399 1.9255 3.00428 8.557372437096372e+44 22.09663 0
194.63231957184 27.891643909097 1.14093 2.23076 7.67215705998023e+44 20.34506 0
194.73786232433 27.891536339966 0.9757 2.02651 5.8927124243342055e+44 20.60583 1
194.7468543769 27.885869421599 1.13703 2.47776 1.3724832411607351e+45 20.52273 0
254.19625820633 78.735961314001 1.3256 2.18855 1.1647903035518154e+45 20.87932 1
137.10544409528 -9.559391018822 0.1759 2.18053 1.3453286329029802e+43 20.88926 0
28.449749991369 -13.607323593214 1.2256 2.11904 4.974415789345431e+44 20.20601 1
28.365056061898 -13.770713393542 2.3752 1.84524 2.0838499400436945e+45 20.44457 1
239.91834596736 27.499346131452 1.1757 1.85583 2.187233400706078e+45 20.25508 1
239.72275936809 27.483786433251 1.50367 1.83949 1.9543008036429948e+45 20.80945 0
249.89173866685 46.720502852982 0.73091 1.85623 2.9696346545403635e+44 20.39443 0
152.99729218179 53.17978316611 0.6258 1.92074 1.3317407368561137e+44 20.34911 1
39.662153463423 16.616572965268 0.4758 2.30812 8.391595889965027e+45 21.50019 1
186.42808138645 12.692511292683 0.32701 1.70912 3.5181243827181816e+43 20.12359 0
28.166094492174 -13.961198530412 0.7757 1.2959 2.3415805421242817e+44 21.74611 1
36.309985192991 -4.7834624477662 1.9255 2.16722 2.1790662482544285e+45 20.5034 1
36.9121715323 -4.9755619659208 0.50524 2.47408 7.106623882542579e+43 20.23707 0
1.6520106022756 20.294733473899 0.8758 2.12319 6.842708772718366e+43 20.42111 1
204.30854865312 24.33354134362 1.4756 1.44637 3.2862225537036625e+44 21.57019 1
198.36440984616 36.593768231907 0.026 1.70714 1.3177821483346337e+43 20.03472 1
260.73638137736 32.324300261305 0.66446 2.19575 1.9159539679843487e+44 20.34618 0
233.08857477238 4.8652053889796 1.0757 1.90058 1.6818396400805695e+44 20.411 1
233.19138449471 4.8628005575719 0.7258 1.49295 1.3614317445217713e+44 23.07135 1
132.05187248234 44.949224421338 1.64254 1.72166 1.351117882862804e+45 20.5014 0
254.75212152636 32.621596414621 0.09473 1.77626 1.4617287969096695e+43 20.14625 1
21.046647338085 33.236735395473 0.22344 0.87175 2.1416031212222157e+43 21.05228 1
165.89480267581 35.852139818894 1.19525 2.62969 2.3411611755516283e+44 20.59528 0
165.84800074604 35.800864898153 2.0254 2.14176 9.873131182974924e+44 21.10369 0
165.92256743127 35.97839582813 2.0254 1.94026 1.2293198872879084e+45 20.65111 1
167.40052508017 48.442939074886 1.6255 1.96579 1.5121518594269935e+45 20.85432 1
167.52715556497 48.483258156981 1.8255 1.98753 7.50445644792067e+44 20.65196 0
167.47265632649 48.581712780886 1.94499 2.16128 7.964544945699612e+44 21.64443 1
167.75291206057 48.641517588382 1.2756 2.0571 6.275991543638171e+44 20.67132 1
167.66097101405 48.521190759896 2.95948 1.97515 5.7011148742887636e+45 20.57098 0
167.89900097006 48.495934386697 0.55847 2.17459 1.3931451407693507e+45 20.04248 0
44.211438150711 0.22623537961318 1.34806 2.05195 4.224373979652243e+44 20.42361 1
159.71208163777 41.920252133879 1.46603 2.14747 2.1019818100176516e+45 20.67947 0
159.41432014188 41.696962172479 0.98919 1.78142 2.0196960276058795e+45 20.60101 1
3.5186808352871 -30.417688060257 1.5755 1.65696 2.240061270855486e+45 21.30769 1
233.26683810555 30.419088898542 0.22727 2.41126 3.789997976839776e+43 20.14449 1
36.375057289399 -3.0747167205792 1.22678 2.2518 7.822513923218271e+44 20.66802 0
36.426780472313 -3.3403981145321 0.1698 1.88355 1.0685171136963735e+43 21.03364 0
193.67763220323 -30.324574419847 0.1759 1.1246 5.336768760750529e+43 23.44258 1
193.97640345931 -30.178192912825 0.4758 2.40283 8.49189394385982e+43 20.67025 1
71.741003603797 -6.4765794825976 1.3256 1.6837 5.901708388971076e+44 21.09346 1
71.926276769596 -6.6526008531903 0.176 2.29766 1.0702234236594829e+43 20.13182 1
71.793821045177 -6.4307793383612 2.0254 1.49284 8.441213939891152e+45 22.08583 1
79.107153972942 0.98311934347602 1.2756 2.02675 1.628517199638175e+45 20.50517 1
78.754704337918 1.0214339324275 0.5758 1.7465 1.7352915383926283e+44 20.38526 1
78.864490300023 1.2783672518753 0.126 2.25294 2.893303331909804e+43 20.08256 1
78.815251954502 1.1565892414108 0.7758 1.92631 2.0031184940241593e+45 20.12771 1
357.1973756729242 -28.203245062804527 0.126 1.22191 4.776985985436381e+43 21.11154 1
357.18195678517986 -28.143985647174063 0.3259 0.21226 9.275152595149593e+43 22.9419 1
356.8649445876052 -28.25477622736168 3.0 2.26898 1.663434581727645e+45 20.93597 1
356.8220141045831 -28.2888926027235 0.2759 1.82292 2.8565160143663364e+43 20.29199 1
356.37930672211235 9.151216251528888 2.78639 1.82655 6.170198450760318e+45 20.64823 0
356.36404917060577 9.228903125211769 0.6258 1.69427 1.8739141244196835e+44 20.77911 1
356.2877373236916 9.34447754374268 0.3759 2.34303 2.122028121587894e+43 20.64158 1
355.83456175528363 -15.136444322158011 0.8257 1.78534 2.5464202749768396e+44 20.28755 1
354.382320101309 0.433330023973582 0.31382 2.18133 2.6048983156274686e+43 20.27561 1
354.28008859462824 0.33532400884588803 1.90453 2.61562 1.126677810985113e+45 21.79553 1
354.27646441322827 0.3590568458510696 0.71271 1.9152 2.6702727747626054e+44 20.46083 1
353.64841263027904 -23.66814495186694 0.7258 2.07655 8.196262760923282e+44 20.14844 1
353.5989090896534 7.598402176361454 0.176 2.13162 5.165405873314798e+43 20.23204 1
353.5318743787565 -23.75832803143227 0.4758 1.4976 1.921651200580988e+44 20.5635 1
353.32252445217836 -0.3842131518066334 0.51305 1.91653 7.282297832699055e+44 20.15051 1
353.3159663462835 -0.08158849224928529 0.69626 2.62515 1.7495567758317485e+44 21.01356 0
353.04073732388855 19.754719987113532 0.4759 1.83326 9.942893945620681e+43 21.76647 0
352.9762517733112 19.64296145233942 0.5758 1.97467 5.327978321243931e+44 20.55492 1
352.87431879835776 -0.825874451631587 0.61457 1.67498 1.3997372916901967e+45 21.27382 1
352.5114846404275 0.1576481183527552 1.2756 1.75371 1.2805671291649872e+45 21.37942 1
352.464327929564 0.16197337923601132 0.88444 1.63071 3.066855768533392e+44 20.52875 0
352.19026400395535 0.08358027968979227 1.52453 1.90802 1.5564979052402747e+45 21.34332 0
351.51187438086987 -12.064072259073733 1.1256 1.61591 2.4462314202082954e+44 20.98362 1
351.44493694067086 -12.146323701678178 0.9757 1.57596 5.939573312303549e+43 20.52326 1
351.3609587755784 -12.264091006345128 0.9757 2.17424 5.994669538284417e+43 20.55637 1
351.19825901172624 -12.011244148875623 0.8257 1.95474 5.51150344926047e+43 20.65345 1
349.5650977765887 0.26140950264022217 0.02979 1.71388 8.923938910522564e+41 20.09574 1
349.52824610632285 18.67576851572257 0.126 1.71067 6.34430374100366e+42 20.08798 1
349.13700508335165 -20.410925010069672 0.8758 2.25401 6.073766008242349e+44 20.40334 1
348.9232271111359 -20.498572762844915 0.6758 1.67315 1.637638622931152e+44 20.4123 1
347.9867868484011 3.5865866907356576 1.8255 1.89195 1.2921985266306661e+45 21.00245 1
347.9749346802397 3.5216670380399244 0.65639 1.88061 2.602722860158214e+44 20.28204 0
347.90732360797523 3.4343374998080494 0.4259 2.02773 3.8735930572389473e+43 20.38861 1
347.7499044206254 3.591930173929943 1.3256 2.05761 8.69336164367945e+44 20.69784 1
346.68156481737026 -4.966311294226866 0.6258 1.78928 3.787735851760664e+43 20.52365 1
346.640340723662 -5.068503520213021 0.076 2.15515 2.5304633680570152e+41 20.88639 1
346.6211931384028 -5.100927594576911 2.0254 1.92248 8.8978464623269e+44 20.40167 1
346.6048860831774 -5.143920363132434 1.2756 1.31647 5.215937150764585e+44 20.26456 1
346.60056477492185 -5.077151145431407 1.3256 2.57308 2.6315870867768892e+44 20.24901 1
346.5221932380776 -5.1660948641513125 2.0754 1.93333 9.26339640881363e+44 20.44084 1
346.463112307917 -5.0853291811774675 0.2259 1.63445 4.513221988585917e+42 20.47966 1
346.4430286896791 -5.067354959027294 0.5758 2.4075 4.382101665891318e+43 22.36036 1
346.3266456204011 12.337006441328787 1.21362 2.11538 3.682262306656931e+44 22.04691 1
344.1828839773132 5.52075959014928 0.7758 1.92639 1.261265860747781e+45 21.3228 1
342.5822103044535 -19.362199128553222 1.3256 0.97614 4.4009632967880624e+44 20.91393 1
342.57742347064186 -19.274484102484575 1.0257 2.21015 1.687905806960316e+44 20.48523 1
342.55564457298743 -19.397521979651767 0.4259 2.24459 5.809035007334428e+43 20.1439 1
342.5022357323867 -19.309160250369366 0.4759 2.05745 1.5613591299271145e+43 22.81163 1
342.447469122617 -19.37700327908133 1.3256 1.77196 7.113244662174928e+44 21.74906 1
341.10654967242596 -17.051908407565872 2.2752 2.25655 1.637608501452559e+45 20.6818 1
341.07286707246936 -16.897748749665045 1.1756 1.99657 4.673192828121669e+44 20.44042 1
340.80117694394625 -16.930930043032834 0.8257 1.87386 4.425069372038183e+44 20.23317 1
340.7639206182768 -17.10766716903514 0.6758 1.91285 3.2642850228861712e+44 20.53844 1
340.73772860379677 -17.08259541682697 0.6258 1.71841 3.4072161426224092e+44 20.23424 1
340.56297938459545 17.441951320464245 0.27439 1.26795 1.4940211226400717e+44 22.61481 1
340.23700953061046 3.440581813730302 0.9757 2.13397 1.698225067483917e+44 20.24905 1
340.20803936389837 3.4496507405973156 2.0754 1.92744 9.83943699680483e+44 20.54139 1
340.09532382773284 3.41412246947227 0.67767 1.8312 1.7459804608844862e+44 20.09574 0
340.0835337947896 3.216900677344243 1.2756 1.86573 4.718591159982848e+44 20.40135 1
340.03002652307987 3.3039306738397847 0.52802 1.863 2.6629369408796046e+44 20.1093 0
339.4127531863838 -12.526796858980259 1.8254 0.65906 3.960598467020297e+45 20.60923 1
339.3080253751794 -12.39728171725136 0.5258 1.81974 9.336301472878422e+43 20.32722 1
339.03866887936607 -12.625073595658515 1.9753 1.45144 6.498066269726656e+44 21.88199 1
338.9504905098496 -25.97646975942431 0.3259 2.27854 4.202822642912525e+43 20.12772 1
338.86432328593963 -26.021242444630946 2.6251 2.0262 2.0290166485096588e+45 21.0604 1
338.75145884115756 -25.983268847684435 0.5258 1.99917 1.7412248909521083e+43 20.46941 1
338.74862536310076 -25.955338316587937 1.5755 2.32557 2.0568371009700247e+44 20.86436 1
338.7384552623407 -26.133967838288058 2.0753 2.15093 3.781543383464849e+44 21.71539 1
337.2313423548329 20.517910627598265 1.0757 2.18622 4.3983986009502835e+44 20.49614 0
337.213280490482 20.59308706291933 0.5259 1.99998 3.3322203292487594e+43 20.43141 1
337.1913710231012 20.56772659281211 1.2756 1.93474 4.080584257253264e+44 20.78212 1
337.1911146813844 20.606087846595507 2.41075 2.35733 1.4924877507990405e+45 20.81526 1
337.18327385124303 20.529496146670546 0.7258 2.12402 2.829605381917021e+44 20.16981 0
337.1471705627419 20.639807133648105 0.126 1.84999 7.467478264228183e+42 20.84717 1
337.1448123246481 20.59423379495606 1.9754 1.77401 7.305635252253349e+45 20.57844 1
337.08865264306877 20.54691106299244 1.0257 2.03148 1.2833295879358596e+44 20.88127 1
335.8447003917369 -28.956926526072778 0.5258 2.55909 3.3359909731035576e+43 21.22443 1
335.7396758039435 -28.864702872580086 0.4758 1.95664 1.071185194946704e+44 20.16992 1
335.5857916799474 -28.83504754075613 0.1759 2.36851 8.55358913591529e+42 20.28754 1
334.8623705640161 12.105826143350116 0.55111 2.29321 1.754757993840719e+44 20.29778 0
334.67896593204085 -3.8106146814064354 2.6752 1.28094 6.524776843659308e+45 20.80926 1
334.60884448377834 0.0035400568477404947 0.42846 1.82998 2.338723257816194e+44 20.34203 1
334.5581747675139 0.27350229070941295 0.33265 1.68333 4.299384855978199e+43 23.60806 1
334.4747691977218 -3.714901299147334 1.2257 1.98447 5.891010153565315e+44 20.28069 1
334.4636973224257 0.19620546377708714 1.48859 1.96851 6.043037446631379e+44 20.98246 0
334.438072223297 0.24621482331438954 0.41899 1.2809 2.280992137119695e+43 21.39052 1
334.4026845002651 0.16811273821511433 1.2756 1.93319 2.7434203117257454e+44 20.50005 1
334.31314599621845 0.437708097509337 0.75302 1.87241 4.725475366365304e+44 20.10915 0
334.16556786136624 -17.741219707126408 0.6758 2.37129 1.2124897402326497e+44 20.139 1
334.09819070484707 -17.721167106742783 1.3755 1.87759 1.6759435058216853e+45 20.33764 1
334.0802411105122 -0.4085280193375869 0.88092 1.76152 1.4907728767587238e+45 20.86932 1
334.0195070233449 -17.871826000911486 1.0756 2.19311 2.597315354764313e+44 20.33509 1
334.01326892733294 -17.721351201817 1.7754 1.87664 1.1025449428969437e+45 20.55426 1
334.0095344638351 -17.663465959378296 1.0756 1.91858 1.9301660966896945e+44 20.88748 0
333.9598079249718 -17.868835208485944 1.3755 2.20578 1.0516455172863645e+45 20.13023 1
333.9353522562475 -17.785177378503644 0.9257 1.73735 7.960211159670006e+43 20.40122 1
333.90907402586964 -17.77550090689113 1.3755 2.37658 5.292725554560744e+44 20.181 1
333.7288797048556 -17.663792506958966 0.6258 1.57769 7.610789049865737e+43 20.77674 1
333.7030056276909 -17.674188029028034 0.4758 2.32411 1.036703492422925e+43 20.61983 1
333.673687450291 -17.840390068664547 0.5258 2.18104 6.614314891916655e+43 20.20743 1
333.65791675113906 -17.968645031887704 0.5258 2.45787 1.3084733051741455e+44 20.17985 1
333.5984397736544 -18.033251826109062 0.7757 2.1956 1.3650517012827316e+44 20.31115 1
333.5502526471097 -17.164883129935934 1.5755 2.04417 8.70823012906806e+44 20.3054 1
333.4439203583994 -16.875494634950567 1.6754 2.38305 1.1668595976343233e+45 20.41545 1
333.2038521479933 18.700313736831482 1.3756 1.74293 7.480617082266216e+44 20.98369 0
332.98820829858664 18.825342891156218 1.2257 2.12894 2.491092024394404e+44 21.26818 0
331.5062554220205 -1.8959304274809836 0.176 1.80138 1.8106080712400827e+43 20.92042 1
331.40043682730715 -1.8609968987971408 1.8255 1.52114 2.1603754903118317e+45 20.59505 1
331.28258525174886 -1.7754254280919146 1.8255 1.76151 7.809787938688072e+44 21.41038 1
331.2064710547156 -1.9708781912679036 2.19189 2.09109 4.364598757806659e+44 22.00045 1
331.08676249070504 -1.874276105899682 1.0757 1.44366 3.9340926571173394e+44 21.50838 1
330.91922744138066 18.798305124629856 1.5256 2.01667 9.869620177527487e+44 20.54862 0
330.69108970315466 18.842240700954374 2.36885 2.01556 2.0617174087431996e+45 20.55198 0
329.8390209807372 18.37823533415234 0.09646 1.98457 6.876385369250571e+42 20.36941 1
329.6852499637608 18.068848338099052 1.5756 1.80574 3.713623467572072e+45 21.12597 1
329.49316035871044 -7.823743355769353 0.4759 1.78661 4.724358077972842e+43 20.36747 1
329.3633455784109 -7.596329778233021 1.4256 2.09164 7.771920739461502e+44 20.24562 1
329.27860027887425 -7.803448451727458 0.8758 1.86134 1.2686682075602088e+44 20.64536 1
329.1769674128977 -7.821286893761651 0.8258 2.00329 1.7212722549195962e+44 20.39222 1
328.78912156106463 -9.339829987268155 0.5758 2.2687 6.811808796766044e+43 20.21457 1
328.58196275813674 -9.297944973355149 1.2127 1.99038 4.24052524070516e+44 21.22544 0
