58242.4673958,16.9550285,0.0146740163
58255.4653935,16.9960556,0.0149113769
58258.4579398,16.9936981,0.0148974648
58263.3786227,16.9741688,0.0147835184
58263.4170602,16.9712963,0.0147669446
58263.4238773,16.9711304,0.0147659909
58266.3826736,17.0166626,0.0150343804
58267.3702778,16.9164314,0.01445961
58267.3940856,16.9776955,0.0148039255
58269.3813426,17.0121422,0.0150071774
58269.4118981,16.9918976,0.0148868673
58269.4316551,16.9740868,0.0147830434
58269.432581,16.9857635,0.0148508959
58272.4610417,16.9889221,0.0148693919
58275.4247685,16.9943848,0.0149015132
58278.4662384,16.9886131,0.0148675814
58281.4743866,16.9898224,0.0148746725
58282.4559606,16.9842834,0.014842255
58282.466331,16.9668961,0.0147416582
58283.3592477,16.9852753,0.0148480469
58283.3855556,16.9926014,0.0148910061
58283.4762384,16.9887238,0.0148682324
58284.354375,16.973465,0.0147794569
58284.4662037,16.8614178,0.0141683463
58286.3420833,16.9791965,0.0148126418
58286.4691088,16.997757,0.0149214333
58287.4453125,16.990509,0.0148787033
58288.4763079,17.0052319,0.0149658378
58289.4564236,17.0005417,0.0149379354
58289.4690625,16.9921722,0.0148884794
58289.481794,17.0174522,0.0150391497
58290.35625,16.9966621,0.0149149615
58290.3823843,16.9919777,0.0148873366
58290.4693634,16.9717484,0.014769556
58290.4703009,16.995863,0.014910236
58291.3203125,16.9738808,0.0147818532
58291.4666551,16.9820061,0.0148289725
58292.3270023,16.979845,0.014816409
58293.3219676,17.0194569,0.0150512578
58293.4681481,16.9820404,0.0148291746
58293.4690856,16.986927,0.0148577001
58294.3292014,17.0111065,0.0150009692
58294.4777315,16.9641247,0.0147257857
58295.2992824,17.0094261,0.0149908951
58296.3717708,17.0017395,0.0149450498
58297.3363426,16.9626045,0.014717103
58297.4200579,16.9831085,0.0148353977
58298.3387269,16.9806232,0.014820925
58298.4210532,16.952774,0.0146612618
58298.4432407,16.9510994,0.0146518033
58299.4168056,16.9616337,0.0147115653
58299.4340741,16.9753914,0.014790589
58299.435,16.9482689,0.0146358563
58304.3632639,16.9956036,0.0149087086
58304.3822801,16.9854031,0.0148487911
58304.3983912,16.9674854,0.0147450436
58305.3963542,16.9871025,0.0148587339
58305.401794,16.9760323,0.0147942929
58305.4027315,16.9998055,0.0149335722
58305.4210069,16.9686031,0.0147514557
58307.394294,16.9546547,0.0146718966
58307.4030556,16.9623375,0.0147155793
58308.3575116,16.9509239,0.0146508133
58310.4028935,16.9612961,0.0147096422
58310.4314699,16.962595,0.014717049
