58202.278287,17.9686317,0.0275023077
58205.2073611,17.9150505,0.0266343951
58205.2516667,17.9153118,0.026638519
58205.2705093,17.9488983,0.0271776207
58206.2647338,17.9397354,0.027028881
58206.2862847,17.955801,0.0272905305
58208.2671875,17.7521973,0.0242476389
58208.2843634,18.067688,0.0292247031
58208.2880671,17.9661369,0.0274609253
58215.2116667,18.3067951,0.0340878852
58215.212581,18.06073,0.0290985294
58216.2584954,17.9774551,0.0276494194
58229.1574653,17.9886589,0.0278379433
58229.1583796,17.9884758,0.0278348383
58230.2996875,17.9484291,0.0271699857
58232.1863079,18.0489769,0.0288871787
58232.1873495,18.0074615,0.0281587746
58233.2192245,18.0267944,0.0284944996
58234.1828125,17.9888687,0.0278414916
58234.2246759,17.9885597,0.0278362688
58235.1636111,17.9700108,0.0275252219
58235.1645255,17.9506569,0.0272063296
58235.2133681,17.9727211,0.0275703277
58235.2143519,17.9852562,0.0277804863
58236.1608102,17.9557762,0.027290117
58237.2169676,17.9861755,0.0277959891
58238.1578009,18.0099182,0.0282011069
58238.159213,17.9794579,0.0276829768
58243.1978588,18.0066528,0.0281448476
58244.1977431,17.9935474,0.0279208235
58245.2197222,18.01264,0.0282481164
58245.2206597,18.0065918,0.0281438008
58247.1839468,18.004324,0.0281048492
58248.1843634,17.9540977,0.0272626001
58248.1852778,18.0163536,0.0283124447
58249.205081,17.9988079,0.028010428
58255.1758565,17.9927368,0.0279070549
58255.1767708,17.9921036,0.0278963093
58259.1794097,17.985857,0.0277906191
58267.1706134,17.9422398,0.027069414
58268.1755671,17.9452038,0.0271174964
58269.2156134,17.9918022,0.0278911926
58269.2176736,18.0003567,0.0280368868
58272.1944792,17.977066,0.0276428945
58272.1954167,17.9683647,0.0274978708
58274.2185417,17.9804688,0.0276999399
58276.2233218,18.034605,0.0286318492
58276.2242593,17.9826317,0.0277362764
58277.2036574,17.9847393,0.0277717616
58278.2000579,17.9804249,0.0276991986
58279.2005671,17.9903717,0.0278669409
58279.2014931,17.990078,0.0278619528
58280.2386806,17.9944191,0.0279356353
58282.2486574,17.9843235,0.0277647506
58282.2495949,17.9375877,0.0269941892
58283.2595255,18.0018997,0.0280632824
58284.2365509,17.9494038,0.0271858629
58288.2003009,18.0033264,0.0280877333
58292.2005093,17.96418,0.0274285488
58295.1810764,18.0264778,0.0284889676
58298.1810764,17.8673782,0.0258977152
58423.4675,18.0970039,0.0297653545
58423.4702894,18.0586739,0.0290613845
58425.5327083,18.1410046,0.0306046493
58426.4848264,18.1033974,0.0298852287
58426.4857407,18.0526981,0.0289538521
58427.5318519,18.0705566,0.0292769819
58428.533588,18.036932,0.0286729615
58429.4665741,18.0851555,0.0295450911
58429.4674884,18.0764885,0.0293854903
58430.517662,18.0976372,0.0297772158
58431.4905787,18.0413589,0.0287514236
58432.4647106,18.0789757,0.029431155
58432.4656481,18.1352806,0.0304935332
58434.5137384,18.077858,0.0294106323
58437.4940741,18.07201,0.0293035097
58438.4689699,18.0634041,0.0291469265
58440.453044,18.1167831,0.0301384404
58441.490544,18.047718,0.028864678
58442.4902894,18.0586243,0.0290604848
58443.5320255,18.1093483,0.0299974233
