58271.4826505,18.2585564,0.034504924
58277.4609375,18.3331528,0.0363511592
58280.4437153,18.2605133,0.0345518664
58283.4406019,18.2846756,0.0351378955
58286.4419444,18.3197498,0.0360106379
58289.4358912,18.3413582,0.0365615934
58292.4405093,18.4159603,0.0385437943
58295.3771644,18.4154644,0.038530197
58301.4634028,18.4970016,0.040843714
58305.4786458,18.3859596,0.0377315097
58318.4388889,18.3535118,0.0368759856
58322.4586921,18.3150501,0.0358921736
58325.4183102,18.4015923,0.0381522141
58332.4414815,18.5626488,0.0428242348
58338.4047801,18.6489792,0.0455969535
58342.4147685,18.6107254,0.0443441868
58344.4169792,18.6581326,0.0459025055
58345.3998032,18.6683521,0.0462463498
58348.3669676,18.5097084,0.0412186831
58362.2660995,18.8055592,0.0511447787
58365.3120833,18.6533775,0.0457434803
58368.3584028,19.0005341,0.0590654612
58371.3495949,18.5991211,0.0439718254
58374.2764583,18.6617279,0.046023149
58377.3394097,18.6864548,0.046862416
58380.3536806,18.7036381,0.0474555045
58383.2757292,18.7362251,0.048602879
58390.3062037,18.6688747,0.0462639928
58390.3545833,18.6112671,0.0443616733
58427.1731019,18.1719151,0.0325054899
58430.1652546,18.5809364,0.0433953293
58434.1408449,18.0137234,0.0292268153
58437.2282523,18.1392059,0.031789314
58469.126875,18.467411,0.0399857387
58472.1503241,18.2730579,0.0348545797
58642.4210995,18.5191765,0.0415006578
58646.4417477,18.6598148,0.0459589027
58649.464294,18.6409817,0.0453318134
58660.4406366,18.6104355,0.0443348438
58675.4450116,18.6324844,0.0450519919
58678.4390046,18.5629997,0.0428351015
58681.4804398,18.5615005,0.0427886322
58688.440706,18.6762962,0.0465155914
58691.4789468,18.6818237,0.046703957
58694.4273727,18.7287827,0.0483382121
58695.4340856,18.7273426,0.0482871868
58700.3706944,18.751524,0.0491518974
58706.4358218,18.6871471,0.0468861274
58709.4400347,18.6665936,0.0461869836
58714.4739931,18.4827499,0.0404278524
58727.3791204,18.7032299,0.0474413373
58732.381169,18.6291008,0.0449411161
58735.3999769,18.7261181,0.0482438467
58743.3804977,18.2374878,0.0340047367
58747.2943866,18.4776878,0.0402813032
58750.3615509,18.1613007,0.0322708115
58760.3382639,18.6225929,0.0447286591
58764.2719907,18.6955719,0.0471760929
58769.2412384,18.504673,0.0410696082
58772.2752083,18.3715343,0.0373482369
58775.183206,18.5897045,0.043672245
58778.186088,18.5577507,0.0426727161
58785.2164236,18.6332264,0.045076333
58789.2042245,18.5620499,0.0428056568
58792.1927199,18.6936874,0.0471110605
58811.1737153,18.0981865,0.03091993
58820.1477778,18.5977249,0.0439272672
58831.1260764,18.1718369,0.0325037688
58835.1252894,17.8987064,0.0271187853
58838.1243171,18.1518707,0.0320641696
58854.1041435,17.786356,0.0252626985
58863.1096065,18.0046272,0.0290519875
59018.3869676,18.2461472,0.0342092179
59024.3796528,18.2395,0.0340521149
59027.3725347,18.1350861,0.031700559
59030.3568287,17.965374,0.0283138361
59033.4471875,18.2555046,0.0344319046
59036.4839583,18.1841087,0.0327778086
59045.445787,18.2269707,0.0337584354
59051.4563079,18.0851135,0.0306494571
59054.4587616,18.1458607,0.0319333449
59062.3919444,18.2178879,0.0335475579
59064.4776852,17.9491882,0.0280170236
59069.3766204,18.2966671,0.0354333073
59072.3562037,18.2319317,0.0338743366
59075.356088,18.2458878,0.03420306
59075.411713,18.3278389,0.0362157002
59077.4141898,18.2579308,0.0344899632
59078.3565856,18.3646507,0.037167009
59081.3350926,18.3127937,0.0358354524
