396207300003267,0,58274.4822801,18.9829292,0.066140689
396207300003267,0,58283.463588,18.9708576,0.0655626655
396207300003267,0,58289.4638773,18.8899632,0.0618190132
396207300003267,0,58301.4572454,18.8824539,0.0614828244
396207300003267,0,58312.4394329,18.9887981,0.0664236099
396207300003267,0,58315.4646412,19.1117783,0.0726336986
396207300003267,0,58324.461169,19.2426739,0.0798518583
396207300003267,0,58333.4835764,19.3598728,0.0868606791
396207300003267,0,58335.4413773,19.1644688,0.0754626915
396207300003267,0,58336.4179514,19.3118286,0.0839246511
396207300003267,0,58336.4563657,19.2998962,0.0832090527
396207300003267,0,58342.4635648,19.3100777,0.0838192925
396207300003267,0,58345.3810185,19.4392471,0.0919021145
396207300003267,0,58348.413125,19.4132328,0.09022367
396207300003267,0,58351.396088,19.3564911,0.0866511464
396207300003267,0,58354.3362384,19.5017357,0.0960367545
396207300003267,0,58354.4215741,19.3431282,0.0858274549
396207300003267,0,58356.4145949,19.2629967,0.0810300186
396207300003267,0,58360.3496065,19.2591019,0.0808030441
396207300003267,0,58363.4210185,19.359066,0.0868106335
396207300003267,0,58366.3360417,19.3072109,0.083647117
396207300003267,0,58369.3788542,19.3225918,0.0845748186
396207300003267,0,58372.3704167,19.2633553,0.0810509697
396207300003267,0,58375.355162,19.2227783,0.0787134916
396207300003267,0,58378.3782407,19.4137344,0.0902558118
396207300003267,0,58382.3167824,19.3055382,0.0835467055
396207300003267,0,58388.2725579,19.1808643,0.0763639137
396207300003267,0,58389.3316319,19.2452908,0.0800026804
396207300003267,32768,58425.241956,19.3470039,0.0860656351
396207300003267,0,58428.2476852,19.2266216,0.0789322332
396207300003267,0,58431.1867014,19.3993015,0.0893353224
396207300003267,0,58434.191713,19.3334732,0.0852365643
396207300003267,0,58437.2531597,19.3201942,0.0844296217
396207300003267,0,58443.136713,19.4187069,0.0905747339
396207300003267,0,58456.1658681,19.4368935,0.0917491615
396207300003267,0,58471.1449306,19.6121635,0.103690401
396207300003267,0,58474.1328241,19.6425705,0.105872914
396207300003267,0,58491.1021296,19.5581512,0.0998925567
396207300003267,0,58514.1025347,19.3507786,0.0862982124
396207300003267,0,58514.1074421,19.3369293,0.085447669
396207300003267,0,58514.1123495,19.3392239,0.0855880901
396207300003267,0,58523.0995949,19.2371483,0.0795342252
396207300003267,0,58523.104456,19.5335541,0.0981972441
396207300003267,0,58523.1141782,19.4043198,0.0896544456
396207300003267,0,58652.4574884,19.716156,0.11128068
396207300003267,0,58655.4413773,19.200367,0.0774489939
396207300003267,0,58667.4638426,19.3862648,0.0885106102
396207300003267,0,58670.4635069,19.5158806,0.0969926044
396207300003267,0,58673.4471065,19.4242744,0.0909329951
396207300003267,0,58682.3977894,19.3401566,0.0856451914
396207300003267,0,58688.4378472,19.3903275,0.088766925
396207300003267,0,58691.3968519,19.3835297,0.0883383453
396207300003267,0,58694.3988657,19.4852219,0.094930023
396207300003267,0,58697.4375926,19.3309155,0.0850805864
396207300003267,0,58703.4204977,19.3148079,0.0841041654
396207300003267,0,58706.4007755,19.4273338,0.0911303014
396207300003267,0,58715.419537,19.4420738,0.0920859873
396207300003267,0,58719.434456,19.4753342,0.0942722261
396207300003267,0,58724.3983449,19.3166142,0.0842132345
396207300003267,0,58727.325544,19.4198608,0.0906488895
396207300003267,0,58730.3967824,19.4990273,0.0958545506
396207300003267,0,58736.397581,19.4449139,0.0922710299
396207300003267,0,58743.3362616,19.5721054,0.100863881
396207300003267,0,58748.3609722,19.5476379,0.0991652459
396207300003267,0,58749.2938773,19.5035667,0.096160084
396207300003267,0,58757.3206713,19.4641018,0.0935292691
396207300003267,0,58759.3317361,19.4310036,0.0913674459
396207300003267,0,58760.2953935,19.5501804,0.0993407741
396207300003267,0,58763.3140046,19.2795906,0.0820035636
396207300003267,0,58776.2080903,19.2958851,0.0829696804
396207300003267,0,58779.2307755,19.2951488,0.0829257742
396207300003267,0,58783.2956713,19.4097404,0.0900003314
396207300003267,0,58789.2295718,19.2527504,0.0804340839
396207300003267,0,58790.2058333,19.277914,0.0819047689
396207300003267,0,58792.175162,19.1400604,0.0741394684
396207300003267,0,58800.2533912,19.1484337,0.0745909214
396207300003267,0,58803.2322685,19.3182774,0.0843136907
396207300003267,0,58806.2317593,19.2272682,0.0789691284
396207300003267,32768,58811.1261574,19.1211262,0.0731280968
396207300003267,32768,58814.1678819,18.923214,0.0633306503
396207300003267,0,58831.0716551,19.0329247,0.0685894638
396207300003267,0,58838.0911574,19.0486298,0.0693770126
396207300003267,0,58852.15125,19.2390728,0.0796447024
396207300003267,0,58855.1907986,19.3193932,0.0843811482
